gold_id,source_seed_id,known_errors_v3,known_errors_v4,topic,item_format_v3,item_format_v4,difficulty,question_v3,question_v4,expected_revision_question_v3,expected_revision_question_v4,changed_in_v3,changed_in_v4,v4_change_reason
gold-200-rewritten-080,candidate-v1-single-vague-ambiguous-011,vague_ambiguous,vague_ambiguous,media/culture,ordinal_categories,ordinal_categories,realistic,How relevant is local news for you?,How relevant is local news for you?,How relevant or irrelevant are local news stories to decisions you make about activities in your area?,How relevant or irrelevant are local news stories to decisions you make about activities in your area?,False,False,
gold-200-rewritten-081,candidate-v1-single-sensitive-topic-direct-001,sensitive_topic_direct,sensitive_topic_direct,finances,binary_yes_no,binary_yes_no,borderline,Have you been late paying rent or a mortgage in the last 12 months?,Have you been late paying rent or a mortgage in the last 12 months?,"People have different experiences, and you may skip this question. In the last 12 months, were you late paying rent or a mortgage?","People have different experiences, and you may skip this question. In the last 12 months, were you late paying rent or a mortgage?",False,False,
gold-200-rewritten-082,candidate-v1-single-sensitive-topic-direct-002,sensitive_topic_direct,sensitive_topic_direct,sensitive behaviors,binary_yes_no,binary_yes_no,obvious,Did you use unauthorized help to complete an assignment this semester?,Did you use unauthorized help to complete an assignment this semester?,"People have different experiences, and you may skip this question. This semester, did you use help that was not allowed for an assignment?","People have different experiences, and you may skip this question. This semester, did you use help that was not allowed for an assignment?",False,False,
gold-200-rewritten-083,candidate-v1-single-sensitive-topic-direct-003,sensitive_topic_direct,sensitive_topic_direct,sensitive behaviors,binary_yes_no,binary_yes_no,realistic,Have you used illegal drugs in the past 12 months?,Have you used illegal drugs in the past 12 months?,"People have different experiences, and you may skip this question. During the past 12 months, did you use any drugs that were not legally available to you?","People have different experiences, and you may skip this question. During the past 12 months, did you use any drugs that were not legally available to you?",False,False,
gold-200-rewritten-084,candidate-v1-single-sensitive-topic-direct-007,sensitive_topic_direct,sensitive_topic_direct,labor,binary_yes_no,binary_yes_no,borderline,Were you formally disciplined by your employer in the last year?,Were you formally disciplined by your employer in the last year?,"People have different employment experiences, and you may skip this question. During the last year, were you formally disciplined by an employer?","People have different employment experiences, and you may skip this question. During the last year, were you formally disciplined by an employer?",False,False,
gold-200-rewritten-085,candidate-v1-single-sensitive-topic-direct-006,sensitive_topic_direct,sensitive_topic_direct,family/household,binary_yes_no,binary_yes_no,obvious,Did someone in your household shout at or threaten you in the last 6 months?,Did someone in your household shout at or threaten you in the last 6 months?,"People have different household experiences, and you may skip this question. In the last 6 months, did someone in your household shout at or threaten you?","People have different household experiences, and you may skip this question. In the last 6 months, did someone in your household shout at or threaten you?",False,False,
gold-200-rewritten-086,candidate-v1-single-sensitive-topic-direct-005,sensitive_topic_direct,sensitive_topic_direct,health,binary_yes_no,binary_yes_no,realistic,Did you avoid medical care because you were embarrassed about your symptoms?,Did you avoid medical care because you were embarrassed about your symptoms?,"People have different experiences, and you may skip this question. In the last 12 months, did embarrassment about symptoms lead you to avoid medical care?","People have different experiences, and you may skip this question. In the last 12 months, did embarrassment about symptoms lead you to avoid medical care?",False,False,
gold-200-rewritten-087,candidate-v1-single-sensitive-topic-direct-004,sensitive_topic_direct,sensitive_topic_direct,sensitive behaviors,binary_yes_no,binary_yes_no,borderline,Have you looked at someone else’s private messages without permission in the last year?,Have you looked at someone else’s private messages without permission in the last year?,"People have different experiences, and you may skip this question. In the last year, did you look at someone else’s private messages without their permission?","People have different experiences, and you may skip this question. In the last year, did you look at someone else’s private messages without their permission?",False,False,
gold-200-rewritten-088,candidate-v1-single-sensitive-topic-direct-010,sensitive_topic_direct,sensitive_topic_direct,university life,binary_yes_no,binary_yes_no,obvious,Are you currently on academic probation or under a formal academic warning?,Are you currently on academic probation or under a formal academic warning?,"People have different academic experiences, and you may skip this question. Are you currently on academic probation or under a formal academic warning?","People have different academic experiences, and you may skip this question. Are you currently on academic probation or under a formal academic warning?",False,False,
gold-200-rewritten-089,candidate-v1-single-social-desirability-009,social_desirability,social_desirability,environment,frequency,frequency,realistic,"When your household handles waste, how often do you responsibly sort it for recycling, as everyone should?","When your household handles waste, how often do you responsibly sort it for recycling, as everyone should?","During a typical week, how often do you sort household waste for recycling?","During a typical week, how often do you sort household waste for recycling?",False,False,
gold-200-rewritten-090,candidate-v1-single-social-desirability-003,social_desirability,social_desirability|vague_ambiguous,health,frequency,frequency,borderline,"In a typical day, how often do you make the healthy choice to eat fruit?","In a typical day, how often do you make the healthy choice to eat fruit?","In the past 7 days, on how many days did you eat at least one portion of fruit?","In the past 7 days, on how many days did you eat at least one portion of fruit?",False,True,"Add vague_ambiguous because the original reference period, target event, or frequency task is underspecified; ensure the expected revision addresses it."
gold-200-rewritten-091,candidate-v1-single-social-desirability-013,social_desirability,social_desirability|vague_ambiguous,politics/public policy,binary_yes_no,binary_yes_no,obvious,Responsible citizens vote in local elections. Did you vote in the most recent local election?,Responsible citizens vote in local elections. Did you vote in the most recent local election?,Did you vote in the most recent local election?,"In the municipal election held on 15 March 2026, did you vote?",False,True,"Add vague_ambiguous because the original reference period, target event, or frequency task is underspecified; ensure the expected revision addresses it."
gold-200-rewritten-092,candidate-v1-single-social-desirability-005,social_desirability,social_desirability|vague_ambiguous,work,frequency,frequency,realistic,"At work, how often do you honestly report mistakes instead of hiding them?","At work, how often do you honestly report mistakes instead of hiding them?","In the last 3 months, how often did you report a work mistake to the person responsible for handling it?","In the last 3 months, how often did you report a work mistake to the person responsible for handling it?",False,True,"Add vague_ambiguous because the original reference period, target event, or frequency task is underspecified; ensure the expected revision addresses it."
gold-200-rewritten-093,candidate-v1-single-social-desirability-004,social_desirability,social_desirability|vague_ambiguous,education,frequency,frequency,borderline,"Before class, how often do you come prepared like a serious student?","Before class, how often do you come prepared like a serious student?","During the last 2 weeks of classes, how often did you complete the assigned preparation before class?","During the last 2 weeks of classes, how often did you complete the assigned preparation before class?",False,True,"Add vague_ambiguous because the original reference period, target event, or frequency task is underspecified; ensure the expected revision addresses it."
gold-200-rewritten-094,candidate-v1-single-social-desirability-007,social_desirability,social_desirability,finances,binary_yes_no,binary_yes_no,obvious,Do you pay your bills on time like a financially responsible person?,Do you pay your bills on time like a financially responsible person?,"During the last 6 months, were any household bills paid after their due date?","During the last 6 months, were any household bills paid after their due date?",False,False,
gold-200-rewritten-095,candidate-v1-single-social-desirability-008,social_desirability,social_desirability,technology,categorical_closed_ended,categorical_closed_ended,realistic,"Do you use strong passwords, as careful internet users should?","Do you use strong passwords, as careful internet users should?","For your most important online account, which statement best describes your password?","For your most important online account, which statement best describes your password?",False,False,
gold-200-rewritten-096,candidate-v1-single-social-desirability-010,social_desirability,social_desirability,family/household,frequency,frequency,borderline,"In your family, how often do you do the right thing and check on older relatives who might need help?","In your family, how often do you do the right thing and check on older relatives who might need help?","In the past 30 days, how often did you contact an older relative to ask whether they needed help?","In the past 30 days, how often did you contact an older relative to ask whether they needed help?",False,False,
gold-200-rewritten-097,candidate-v1-single-negative-wording-003,negative_wording,negative_wording,health,ordinal_categories,ordinal_categories,obvious,How difficult was it for you not to understand the medication instructions you received?,How difficult was it for you not to understand the medication instructions you received?,How easy or difficult was it for you to understand the medication instructions you received?,How easy or difficult was it for you to understand the medication instructions you received?,False,False,
gold-200-rewritten-098,candidate-v1-single-negative-wording-011,negative_wording,negative_wording,technology,ordinal_categories,ordinal_categories,realistic,How unconcerned are you about apps not sharing your data without permission?,How unconcerned are you about apps not sharing your data without permission?,How concerned are you about apps sharing your data without your permission?,How concerned are you about apps sharing your data without your permission?,False,False,
gold-200-rewritten-099,candidate-v1-single-negative-wording-007,negative_wording,negative_wording,labor,frequency,frequency,borderline,How often are you not unable to avoid checking work messages after hours?,How often are you not unable to avoid checking work messages after hours?,How often do you check work messages after your scheduled work hours?,How often do you check work messages after your scheduled work hours?,False,False,
gold-200-rewritten-100,candidate-v1-single-negative-wording-005,negative_wording,negative_wording|agree_disagree_scale,education,likert_agreement,likert_agreement,obvious,To what extent do you disagree that exam instructions were not unclear?,To what extent do you disagree that exam instructions were not unclear?,How clear or unclear were the exam instructions?,How clear or unclear were the exam instructions?,False,True,Add agree_disagree_scale because agreement categories are used to measure perceived clarity.
gold-200-rewritten-101,candidate-v1-single-negative-wording-023,negative_wording,negative_wording,public services,ordinal_categories,ordinal_categories,realistic,How hard was it not to find information about permit requirements on the city website?,How hard was it not to find information about permit requirements on the city website?,How easy or difficult was it to find information about permit requirements on the city website?,How easy or difficult was it to find information about permit requirements on the city website?,False,False,
gold-200-rewritten-102,candidate-v1-single-negative-wording-013,negative_wording,negative_wording,environment,binary_yes_no,binary_yes_no,borderline,Do you oppose not reducing single-use plastic packaging in supermarkets?,Do you oppose not reducing single-use plastic packaging in supermarkets?,To what extent do you support or oppose reducing single-use plastic packaging in supermarkets?,To what extent do you support or oppose reducing single-use plastic packaging in supermarkets?,False,False,
gold-200-rewritten-103,candidate-v1-single-negative-wording-021,negative_wording,negative_wording,university life,ordinal_categories,ordinal_categories,obvious,How dissatisfied are you with feedback not arriving late?,How dissatisfied are you with feedback not arriving late?,How satisfied or dissatisfied are you with the timing of feedback on assignments?,How satisfied or dissatisfied are you with the timing of feedback on assignments?,False,False,
gold-200-rewritten-104,candidate-v1-single-negative-wording-017,negative_wording,negative_wording,family/household,ordinal_categories,ordinal_categories,realistic,How easy was it not to be unable to arrange childcare when needed?,How easy was it not to be unable to arrange childcare when needed?,How easy or difficult was it to arrange childcare when needed?,How easy or difficult was it to arrange childcare when needed?,False,False,
gold-200-rewritten-105,candidate-v1-single-open-closed-mismatch-004,open_closed_mismatch,open_closed_mismatch,health,open_ended,open_ended,borderline,Please describe in your own words the main reason you postponed a medical appointment.,Please describe in your own words the main reason you postponed a medical appointment.,What was the main reason you postponed a medical appointment?,What was the main reason you postponed a medical appointment?,False,False,
gold-200-rewritten-106,candidate-v1-single-open-closed-mismatch-003,open_closed_mismatch,open_closed_mismatch,mobility,open_ended,open_ended,obvious,What are all the reasons you do not cycle more often?,What are all the reasons you do not cycle more often?,Which of the following are reasons you do not cycle more often? Select all that apply.,Which of the following are reasons you do not cycle more often? Select all that apply.,False,False,
gold-200-rewritten-107,candidate-v1-single-open-closed-mismatch-001,open_closed_mismatch,open_closed_mismatch,public services,open_ended,open_ended,realistic,Tell us what happened when you last had a problem with the municipal online portal.,Tell us what happened when you last had a problem with the municipal online portal.,"What type of problem, if any, did you last have with the municipal online portal?","What type of problem, if any, did you last have with the municipal online portal?",False,False,
gold-200-rewritten-108,candidate-v1-single-open-closed-mismatch-002,open_closed_mismatch,open_closed_mismatch,education,open_ended,open_ended,borderline,What specific change would most improve lectures in your program?,What specific change would most improve lectures in your program?,Which change would most improve lectures in your program?,Which change would most improve lectures in your program?,False,False,
gold-200-rewritten-109,candidate-v1-single-open-closed-mismatch-005,open_closed_mismatch,open_closed_mismatch,work,open_ended,open_ended,obvious,"In your own words, describe the biggest challenge you face when working remotely.","In your own words, describe the biggest challenge you face when working remotely.",What is the biggest challenge you face when working remotely?,What is the biggest challenge you face when working remotely?,False,False,
gold-200-rewritten-110,candidate-v1-single-open-closed-mismatch-007,open_closed_mismatch,open_closed_mismatch,technology,open_ended,categorical_closed_ended,realistic,Which privacy improvement would you most like app developers to make? Please explain.,Which privacy improvement would you most like app developers to make? Please explain your answer in your own words.,Which privacy improvement would you most like app developers to make?,Which privacy improvement would you most like app developers to make?,False,True,Strengthen open_closed_mismatch by pairing an explicit request for an open explanation with closed-only response options.
gold-200-rewritten-111,candidate-v1-single-open-closed-mismatch-006,open_closed_mismatch,open_closed_mismatch,environment,open_ended,open_ended,borderline,Please explain why your household does not reduce energy use more.,Please explain why your household does not reduce energy use more.,What is the main reason your household does not reduce energy use more?,What is the main reason your household does not reduce energy use more?,False,False,
gold-200-rewritten-112,candidate-v1-single-open-closed-mismatch-014,open_closed_mismatch,open_closed_mismatch,media/culture,open_ended,open_ended,obvious,Why do you not attend local cultural events more often? Write your answer below.,Why do you not attend local cultural events more often? Write your answer below.,What is the main reason you do not attend local cultural events more often?,What is the main reason you do not attend local cultural events more often?,False,False,
gold-200-rewritten-113,candidate-v1-single-agree-disagree-scale-001,agree_disagree_scale,agree_disagree_scale,politics/public policy,likert_agreement,likert_agreement,realistic,Please indicate how much you agree or disagree that citizen assemblies should be used before major local policy decisions.,Please indicate how much you agree or disagree that citizen assemblies should be used before major local policy decisions.,To what extent do you support or oppose using citizen assemblies before major local policy decisions?,To what extent do you support or oppose using citizen assemblies before major local policy decisions?,False,False,
gold-200-rewritten-114,candidate-v1-single-agree-disagree-scale-003,agree_disagree_scale,agree_disagree_scale,public services,likert_agreement,likert_agreement,borderline,Please indicate whether you agree that transparent waiting lists for specialist appointments are important.,Please indicate whether you agree that transparent waiting lists for specialist appointments are important.,How important or unimportant is it to you that waiting lists for specialist appointments are transparent?,How important or unimportant is it to you that waiting lists for specialist appointments are transparent?,False,False,
gold-200-rewritten-115,candidate-v1-single-agree-disagree-scale-013,agree_disagree_scale,agree_disagree_scale,environment,likert_agreement,likert_agreement,obvious,Do you agree or disagree that drinking-water quality in your area is concerning?,Do you agree or disagree that drinking-water quality in your area is concerning?,How concerned are you about drinking-water quality in your area?,How concerned are you about drinking-water quality in your area?,False,False,
gold-200-rewritten-116,candidate-v1-single-agree-disagree-scale-007,agree_disagree_scale,agree_disagree_scale,work,likert_agreement,likert_agreement,realistic,How strongly do you agree that your workload is predictable?,How strongly do you agree that your workload is predictable?,How predictable or unpredictable is your workload from week to week?,How predictable or unpredictable is your workload from week to week?,False,False,
gold-200-rewritten-117,candidate-v1-single-agree-disagree-scale-011,agree_disagree_scale,agree_disagree_scale,public services,likert_agreement,likert_agreement,borderline,Please indicate whether you agree or disagree that automated decision systems used by public offices can be trusted.,Please indicate whether you agree or disagree that automated decision systems used by public offices can be trusted.,How much do you trust or distrust automated decision systems used by public offices?,How much do you trust or distrust automated decision systems used by public offices?,False,False,
gold-200-rewritten-118,candidate-v1-single-agree-disagree-scale-021,agree_disagree_scale,agree_disagree_scale,university life,likert_agreement,likert_agreement,obvious,Please state your level of agreement or disagreement with the statement: course registration works well.,Please state your level of agreement or disagreement with the statement: course registration works well.,How satisfied or dissatisfied are you with the course registration process?,How satisfied or dissatisfied are you with the course registration process?,False,False,
gold-200-rewritten-119,candidate-v1-single-agree-disagree-scale-017,agree_disagree_scale,agree_disagree_scale,family/household,likert_agreement,likert_agreement,realistic,Do you agree that household tasks are divided fairly in your household?,Do you agree that household tasks are divided fairly in your household?,How fair or unfair is the division of household tasks in your household?,How fair or unfair is the division of household tasks in your household?,False,False,
gold-200-rewritten-120,candidate-v1-single-agree-disagree-scale-019,agree_disagree_scale,agree_disagree_scale,media/culture,likert_agreement,likert_agreement,borderline,Please indicate your agreement with the statement: public broadcasters provide reliable information about local events.,Please indicate your agreement with the statement: public broadcasters provide reliable information about local events.,How reliable or unreliable do you find information about local events from public broadcasters?,How reliable or unreliable do you find information about local events from public broadcasters?,False,False,
gold-200-rewritten-121,candidate-v1-single-unbalanced-scale-005,unbalanced_scale,unbalanced_scale,education,support_oppose,support_oppose,obvious,Would you favor reducing class sizes in public schools?,Would you favor reducing class sizes in public schools?,To what extent do you support or oppose reducing class sizes in public schools?,To what extent do you support or oppose reducing class sizes in public schools?,False,False,
gold-200-rewritten-122,candidate-v1-single-unbalanced-scale-013,unbalanced_scale,unbalanced_scale,politics/public policy,support_oppose,support_oppose,realistic,What is your opinion of introducing low-emission zones in city centers?,What is your opinion of introducing low-emission zones in city centers?,To what extent do you support or oppose introducing low-emission zones in city centers?,To what extent do you support or oppose introducing low-emission zones in city centers?,False,False,
gold-200-rewritten-123,candidate-v1-single-unbalanced-scale-003,unbalanced_scale,unbalanced_scale,health,support_oppose,support_oppose,borderline,What level of support do you have for expanding evening clinic hours at public clinics?,What level of support do you have for expanding evening clinic hours at public clinics?,To what extent do you support or oppose expanding evening clinic hours at public clinics?,To what extent do you support or oppose expanding evening clinic hours at public clinics?,False,False,
gold-200-rewritten-124,candidate-v1-single-unbalanced-scale-011,unbalanced_scale,unbalanced_scale,mobility,ordinal_categories,ordinal_categories,obvious,How acceptable is the use of facial recognition in public transport stations?,How acceptable is the use of facial recognition in public transport stations?,How acceptable or unacceptable is the use of facial recognition in public transport stations?,How acceptable or unacceptable is the use of facial recognition in public transport stations?,False,False,
gold-200-rewritten-125,candidate-v1-single-unbalanced-scale-023,unbalanced_scale,unbalanced_scale,public services,support_oppose,support_oppose,realistic,Would you support service offices moving to appointment-only visits?,Would you support service offices moving to appointment-only visits?,To what extent do you support or oppose service offices moving to appointment-only visits?,To what extent do you support or oppose service offices moving to appointment-only visits?,False,False,
gold-200-rewritten-126,candidate-v1-single-unbalanced-scale-015,unbalanced_scale,unbalanced_scale,mobility,support_oppose,support_oppose,borderline,What do you think about reducing car parking near train stations?,What do you think about reducing car parking near train stations?,To what extent do you support or oppose reducing car parking near train stations?,To what extent do you support or oppose reducing car parking near train stations?,False,False,
gold-200-rewritten-127,candidate-v1-single-unbalanced-scale-007,unbalanced_scale,unbalanced_scale,labor,support_oppose,support_oppose,obvious,How favorable are you toward mandatory recording of working time?,How favorable are you toward mandatory recording of working time?,To what extent do you support or oppose mandatory recording of working time?,To what extent do you support or oppose mandatory recording of working time?,False,False,
gold-200-rewritten-128,candidate-v1-single-unbalanced-scale-001,unbalanced_scale,unbalanced_scale,politics/public policy,support_oppose,support_oppose,realistic,How good would it be to publish council members’ attendance records?,How good would it be to publish council members’ attendance records?,To what extent do you support or oppose publishing council members’ attendance records?,To what extent do you support or oppose publishing council members’ attendance records?,False,False,
gold-200-rewritten-129,candidate-v1-single-incomplete-options-001,incomplete_options,incomplete_options,family/household,categorical_closed_ended,categorical_closed_ended,borderline,Which age group includes your current age?,Which age group includes your current age?,Which age group includes your current age?,Which age group includes your current age?,False,False,
gold-200-rewritten-130,candidate-v1-single-incomplete-options-002,incomplete_options,incomplete_options,education,categorical_closed_ended,categorical_closed_ended,obvious,What is the highest level of education you have completed?,What is the highest level of education you have completed?,What is the highest level of education you have completed?,What is the highest level of education you have completed?,False,False,
gold-200-rewritten-131,candidate-v1-single-incomplete-options-003,incomplete_options,incomplete_options,mobility,categorical_closed_ended,categorical_closed_ended,realistic,Which mode of transport do you usually use for commuting?,Which mode of transport do you usually use for commuting?,Which mode of transport do you usually use for commuting?,Which mode of transport do you usually use for commuting?,False,False,
gold-200-rewritten-132,candidate-v1-single-incomplete-options-004,incomplete_options,incomplete_options,labor,categorical_closed_ended,categorical_closed_ended,borderline,Which of the following best describes your current employment status?,Which of the following best describes your current employment status?,Which of the following best describes your current employment status?,Which of the following best describes your current employment status?,False,False,
gold-200-rewritten-133,candidate-v1-single-incomplete-options-008,incomplete_options,incomplete_options,health,categorical_closed_ended,categorical_closed_ended,obvious,What type of health insurance do you currently have?,What type of health insurance do you currently have?,What type of health insurance do you currently have?,What type of health insurance do you currently have?,False,False,
gold-200-rewritten-134,candidate-v1-single-incomplete-options-010,incomplete_options,incomplete_options,education,categorical_closed_ended,categorical_closed_ended,realistic,Which device do you use most often for online learning?,Which device do you use most often for online learning?,Which device do you use most often for online learning?,Which device do you use most often for online learning?,False,False,
gold-200-rewritten-135,candidate-v1-single-incomplete-options-009,incomplete_options,incomplete_options,finances,categorical_closed_ended,categorical_closed_ended,borderline,How do you usually pay your housing costs?,How do you usually pay your housing costs?,How do you usually pay your housing costs?,How do you usually pay your housing costs?,False,False,
gold-200-rewritten-136,candidate-v1-single-incomplete-options-006,incomplete_options,incomplete_options,media/culture,categorical_closed_ended,categorical_closed_ended,obvious,In which language do you consume most news media?,In which language do you consume most news media?,In which language do you consume most news media?,In which language do you consume most news media?,False,False,
gold-200-rewritten-137,candidate-v1-single-non-exclusive-options-009,non_exclusive_options,non_exclusive_options,finances,numeric_ranges,numeric_ranges,realistic,What was your personal net income last month?,What was your personal net income last month?,What was your personal net income last month?,What was your personal net income last month?,False,False,
gold-200-rewritten-138,candidate-v1-single-non-exclusive-options-008,non_exclusive_options,non_exclusive_options,health,numeric_ranges,numeric_ranges,borderline,How many minutes of moderate physical activity did you do last week?,How many minutes of moderate physical activity did you do last week?,How many minutes of moderate physical activity did you do last week?,How many minutes of moderate physical activity did you do last week?,False,False,
gold-200-rewritten-139,candidate-v1-single-non-exclusive-options-002,non_exclusive_options,non_exclusive_options,education,numeric_ranges,numeric_ranges,obvious,How many classes did you miss in the last 4 weeks?,How many classes did you miss in the last 4 weeks?,How many classes did you miss in the last 4 weeks?,How many classes did you miss in the last 4 weeks?,False,False,
gold-200-rewritten-140,candidate-v1-single-non-exclusive-options-001,non_exclusive_options,non_exclusive_options,work,numeric_ranges,numeric_ranges,realistic,How many people work at your organization?,How many people work at your organization?,How many people work at your organization?,How many people work at your organization?,False,False,
gold-200-rewritten-141,candidate-v1-single-non-exclusive-options-005,non_exclusive_options,non_exclusive_options,family/household,numeric_ranges,numeric_ranges,borderline,How many hours did you spend on childcare last week?,How many hours did you spend on childcare last week?,How many hours did you spend on childcare last week?,How many hours did you spend on childcare last week?,False,False,
gold-200-rewritten-142,candidate-v1-single-non-exclusive-options-003,non_exclusive_options,non_exclusive_options,mobility,numeric_ranges,numeric_ranges,obvious,How long is your usual one-way commute?,How long is your usual one-way commute?,How long is your usual one-way commute?,How long is your usual one-way commute?,False,False,
gold-200-rewritten-143,candidate-v1-single-non-exclusive-options-010,non_exclusive_options,non_exclusive_options,technology,numeric_ranges,numeric_ranges,realistic,How much non-work screen time did you have yesterday?,How much non-work screen time did you have yesterday?,How much non-work screen time did you have yesterday?,How much non-work screen time did you have yesterday?,False,False,
gold-200-rewritten-144,candidate-v1-single-non-exclusive-options-007,non_exclusive_options,non_exclusive_options,university life,numeric_ranges,numeric_ranges,borderline,How many credits are you taking this semester?,How many credits are you taking this semester?,How many credits are you taking this semester?,How many credits are you taking this semester?,False,False,
gold-200-rewritten-145,candidate-v1-single-missing-scale-labels-003,missing_scale_labels,missing_scale_labels,health,numeric_ranges,numeric_ranges,obvious,How much pain are you experiencing today?,How much pain are you experiencing today?,How much pain are you experiencing today?,How much pain are you experiencing today?,False,False,
gold-200-rewritten-146,candidate-v1-single-missing-scale-labels-008,missing_scale_labels,missing_scale_labels,technology,numeric_ranges,numeric_ranges,realistic,How confident are you that you can identify phishing messages?,How confident are you that you can identify phishing messages?,How confident are you that you can identify phishing messages?,How confident are you that you can identify phishing messages?,False,False,
gold-200-rewritten-147,candidate-v1-single-missing-scale-labels-009,missing_scale_labels,missing_scale_labels,environment,numeric_ranges,numeric_ranges,borderline,"On the 1-to-5 scale, rate your concern about local flooding.","On the 1-to-5 scale, rate your concern about local flooding.",How concerned are you about local flooding?,How concerned are you about local flooding?,False,False,
gold-200-rewritten-148,candidate-v1-single-missing-scale-labels-005,missing_scale_labels,missing_scale_labels,work,numeric_ranges,numeric_ranges,obvious,How much control do you have over the order of your daily tasks?,How much control do you have over the order of your daily tasks?,How much control do you have over the order of your daily tasks?,How much control do you have over the order of your daily tasks?,False,False,
gold-200-rewritten-149,candidate-v1-single-missing-scale-labels-004,missing_scale_labels,missing_scale_labels,education,numeric_ranges,numeric_ranges,realistic,How difficult are the course materials this semester?,How difficult are the course materials this semester?,How difficult are the course materials this semester?,How difficult are the course materials this semester?,False,False,
gold-200-rewritten-150,candidate-v1-single-missing-scale-labels-001,missing_scale_labels,missing_scale_labels,public services,numeric_ranges,numeric_ranges,borderline,How easy was it to use the online booking system?,How easy was it to use the online booking system?,How easy was it to use the online booking system?,How easy was it to use the online booking system?,False,False,
gold-200-rewritten-151,candidate-v1-single-missing-scale-labels-011,missing_scale_labels,missing_scale_labels,media/culture,numeric_ranges,numeric_ranges,obvious,"On the numbered scale, rate your trust in event information shared on social media.","On the numbered scale, rate your trust in event information shared on social media.",How much do you trust event information shared on social media?,How much do you trust event information shared on social media?,False,False,
gold-200-rewritten-152,candidate-v1-single-missing-scale-labels-010,missing_scale_labels,missing_scale_labels,family/household,numeric_ranges,numeric_ranges,realistic,How stressful are your household responsibilities at the moment?,How stressful are your household responsibilities at the moment?,How stressful are your household responsibilities at the moment?,How stressful are your household responsibilities at the moment?,False,False,
gold-200-rewritten-153,candidate-v1-single-too-many-scale-points-001,too_many_scale_points,too_many_scale_points|missing_scale_labels,politics/public policy,numeric_ranges,numeric_ranges,borderline,"Using the 0-to-20 scale, indicate your support or opposition to participatory budgeting in your municipality.","Using the 0-to-20 scale, indicate your support or opposition to participatory budgeting in your municipality.",To what extent do you support or oppose participatory budgeting in your municipality?,To what extent do you support or oppose participatory budgeting in your municipality?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-154,candidate-v1-single-too-many-scale-points-003,too_many_scale_points,too_many_scale_points|missing_scale_labels,public services,numeric_ranges,numeric_ranges,obvious,"On a 0-to-100 scale, rate your satisfaction with pharmacy opening hours in your area.","On a 0-to-100 scale, rate your satisfaction with pharmacy opening hours in your area.",How satisfied or dissatisfied are you with pharmacy opening hours in your area?,How satisfied or dissatisfied are you with pharmacy opening hours in your area?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-155,candidate-v1-single-too-many-scale-points-013,too_many_scale_points,too_many_scale_points|missing_scale_labels,environment,numeric_ranges,numeric_ranges,realistic,Rate your concern about microplastics in local waterways on a 0-to-30 scale.,Rate your concern about microplastics in local waterways on a 0-to-30 scale.,How concerned are you about microplastics in local waterways?,How concerned are you about microplastics in local waterways?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-156,candidate-v1-single-too-many-scale-points-005,too_many_scale_points,too_many_scale_points|missing_scale_labels,education,numeric_ranges,numeric_ranges,borderline,How important are digital literacy classes in secondary schools?,How important are digital literacy classes in secondary schools?,How important or unimportant are digital literacy classes in secondary schools?,How important or unimportant are digital literacy classes in secondary schools?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-157,candidate-v1-single-too-many-scale-points-015,too_many_scale_points,too_many_scale_points|missing_scale_labels,mobility,numeric_ranges,numeric_ranges,obvious,Choose a number from 0 to 25 to show your satisfaction with bicycle parking near train stations.,Choose a number from 0 to 25 to show your satisfaction with bicycle parking near train stations.,How satisfied or dissatisfied are you with bicycle parking near train stations?,How satisfied or dissatisfied are you with bicycle parking near train stations?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-158,candidate-v1-single-too-many-scale-points-007,too_many_scale_points,too_many_scale_points|missing_scale_labels,labor,numeric_ranges,numeric_ranges,realistic,How fair is the allocation of shifts in your workplace?,How fair is the allocation of shifts in your workplace?,How fair or unfair is the allocation of shifts in your workplace?,How fair or unfair is the allocation of shifts in your workplace?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
gold-200-rewritten-159,candidate-v1-single-too-many-scale-points-011,too_many_scale_points,too_many_scale_points|missing_scale_labels,technology,numeric_ranges,numeric_ranges,borderline,Use the 0-to-20 scale to show your trust in cloud storage providers to protect your files.,Use the 0-to-20 scale to show your trust in cloud storage providers to protect your files.,How much do you trust or distrust cloud storage providers to protect your files?,How much do you trust or distrust cloud storage providers to protect your files?,False,True,Add missing_scale_labels because the high-resolution numeric options do not define endpoint direction or midpoint meaning.
