id,row_type,is_flawed,known_errors,topic,item_format,difficulty,target_concept,question_start_5_words,question_word_count,option_count,source_seed_id,clean_revision_identical,loaded_question_row,single_label_loaded,frequency_without_zero_flag,missing_completion_flag,sensitive_context_flag,changed_in_v3
gold-200-rewritten-153,single_label,True,too_many_scale_points,politics/public policy,numeric_ranges,borderline,support for participatory budgeting,using the 0 to 20,15,21,candidate-v1-single-too-many-scale-points-001,False,False,False,,,,False
gold-200-rewritten-154,single_label,True,too_many_scale_points,public services,numeric_ranges,obvious,satisfaction with pharmacy opening hours,on a 0 to 100,14,101,candidate-v1-single-too-many-scale-points-003,False,False,False,,,,False
gold-200-rewritten-155,single_label,True,too_many_scale_points,environment,numeric_ranges,realistic,concern about microplastics in waterways,rate your concern about microplastics,12,31,candidate-v1-single-too-many-scale-points-013,False,False,False,,,,False
gold-200-rewritten-156,single_label,True,too_many_scale_points,education,numeric_ranges,borderline,importance of digital literacy classes,how important are digital literacy,9,15,candidate-v1-single-too-many-scale-points-005,False,False,False,,,,False
gold-200-rewritten-157,single_label,True,too_many_scale_points,mobility,numeric_ranges,obvious,satisfaction with bicycle parking,choose a number from 0,17,26,candidate-v1-single-too-many-scale-points-015,False,False,False,,,,False
gold-200-rewritten-158,single_label,True,too_many_scale_points,labor,numeric_ranges,realistic,perceived fairness of shift allocation,how fair is the allocation,10,51,candidate-v1-single-too-many-scale-points-007,False,False,False,,,,False
gold-200-rewritten-159,single_label,True,too_many_scale_points,technology,numeric_ranges,borderline,trust in cloud storage providers,use the 0 to 20,16,21,candidate-v1-single-too-many-scale-points-011,False,False,False,,,,False
gold-200-rewritten-160,single_label,True,too_many_scale_points,university life,numeric_ranges,obvious,satisfaction with examination scheduling,for this semester’s exam schedule,16,41,candidate-v1-single-too-many-scale-points-021,False,False,False,,,,False
gold-200-rewritten-161,single_label,True,polarity_mismatch,health,ordinal_categories,realistic,concern about medication side effects,please rate your concern about,11,6,candidate-v1-single-polarity-mismatch-003,False,False,False,,,,False
gold-200-rewritten-162,single_label,True,polarity_mismatch,university life,ordinal_categories,borderline,satisfaction with password-reset process,please rate your satisfaction with,11,5,candidate-v1-single-polarity-mismatch-008,False,False,False,,,,False
gold-200-rewritten-163,single_label,True,polarity_mismatch,environment,support_oppose,obvious,support for tree planting on streets,do you support or oppose,9,5,candidate-v1-single-polarity-mismatch-009,False,False,False,,,,False
gold-200-rewritten-164,single_label,True,polarity_mismatch,work,frequency,realistic,frequency of receiving feedback,at your workplace how often,12,5,candidate-v1-single-polarity-mismatch-005,False,False,False,,,,False
gold-200-rewritten-165,single_label,True,polarity_mismatch,education,ordinal_categories,borderline,difficulty of registering for required courses,how difficult was it to,11,5,candidate-v1-single-polarity-mismatch-004,False,False,False,,,,False
gold-200-rewritten-166,single_label,True,polarity_mismatch,public services,ordinal_categories,obvious,trust in emergency alert messages,please rate your trust in,11,5,candidate-v1-single-polarity-mismatch-001,False,False,False,,,,False
gold-200-rewritten-167,single_label,True,polarity_mismatch,family/household,ordinal_categories,realistic,fairness of dividing elder-care tasks,rate the fairness of how,12,6,candidate-v1-single-polarity-mismatch-010,False,False,False,,,,False
gold-200-rewritten-168,single_label,True,polarity_mismatch,media/culture,ordinal_categories,borderline,importance of local cultural venues,how important are local cultural,9,5,candidate-v1-single-polarity-mismatch-011,False,False,False,,,,False
gold-200-rewritten-169,multi_label,True,leading_question;unbalanced_scale,politics/public policy,support_oppose,obvious,support for free annual health checks,everyone benefits when diseases are,17,5,candidate-v1-multi-leading-question-unbalanced-scale-001,False,False,False,,,,False
gold-200-rewritten-170,multi_label,True,leading_question;unbalanced_scale,politics/public policy,support_oppose,realistic,support for a city tree-planting levy,since more trees obviously make,16,5,candidate-v1-multi-leading-question-unbalanced-scale-002,False,False,False,,,,False
gold-200-rewritten-171,multi_label,True,double_barreled;leading_question,public services,ordinal_categories,borderline,views on online forms and service-office staff,given that digital services save,21,5,candidate-v1-multi-double-barreled-leading-question-002,False,False,False,,,,False
gold-200-rewritten-172,multi_label,True,double_barreled;leading_question,mobility,binary_yes_no,obvious,views on cycle lanes and parking prices,because sustainable travel is important,15,2,candidate-v1-multi-double-barreled-leading-question-001,False,False,False,,,,False
gold-200-rewritten-173,multi_label,True,incomplete_options;non_exclusive_options,work,numeric_ranges,realistic,weekly remote-work days,how many days did you,9,3,candidate-v1-multi-incomplete-options-non-exclusive-options-001,False,False,False,,,,False
gold-200-rewritten-174,multi_label,True,incomplete_options;non_exclusive_options,finances,numeric_ranges,borderline,monthly rent payment amount,how much rent did your,9,3,candidate-v1-multi-incomplete-options-non-exclusive-options-002,False,False,False,,,,False
gold-200-rewritten-175,multi_label,True,agree_disagree_scale;negative_wording,education,likert_agreement,obvious,clarity of grading criteria,please indicate whether you disagree,12,5,candidate-v1-multi-agree-disagree-scale-negative-wording-001,False,False,False,,,,False
gold-200-rewritten-176,multi_label,True,agree_disagree_scale;negative_wording,technology,likert_agreement,realistic,ease of opting out of data sharing,please indicate agreement or disagreement,19,5,candidate-v1-multi-agree-disagree-scale-negative-wording-002,False,False,False,,,,False
gold-200-rewritten-177,multi_label,True,loaded_question;sensitive_topic_direct,sensitive behaviors,filter_question,borderline,interference with attendance after using drugs not legally available to respondent,how much did using drugs,22,6,candidate-v1-multi-loaded-question-sensitive-topic-direct-001,False,True,False,,,,True
gold-200-rewritten-178,multi_label,True,loaded_question;sensitive_topic_direct,education,filter_question,obvious,perceived academic effect of paying someone to complete coursework,how much did paying someone,16,6,candidate-v1-multi-loaded-question-sensitive-topic-direct-002,False,True,False,,,,True
gold-200-rewritten-179,multi_label,True,missing_scale_labels;too_many_scale_points,university life,numeric_ranges,realistic,stress about exam scheduling,how stressful is the exam,8,31,candidate-v1-multi-missing-scale-labels-too-many-scale-points-001,False,False,False,,,,False
gold-200-rewritten-180,multi_label,True,missing_scale_labels;too_many_scale_points,public services,numeric_ranges,borderline,ease of understanding tax letters,how easy is it to,11,25,candidate-v1-multi-missing-scale-labels-too-many-scale-points-002,False,False,False,,,,False
gold-200-rewritten-181,multi_label,True,negative_wording;polarity_mismatch,environment,support_oppose,obvious,concern about not reducing household energy use,how unconcerned are you about,10,5,candidate-v1-multi-negative-wording-polarity-mismatch-001,False,False,False,,,,False
gold-200-rewritten-182,multi_label,True,negative_wording;polarity_mismatch,health,ordinal_categories,realistic,ease of not missing medication doses,how easy is it for,12,6,candidate-v1-multi-negative-wording-polarity-mismatch-002,False,False,False,,,,False
gold-200-rewritten-183,multi_label,True,non_exclusive_options;open_closed_mismatch,mobility,open_ended,borderline,reasons for choosing car travel,please describe why you usually,8,4,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-001,False,False,False,,,,False
gold-200-rewritten-184,multi_label,True,non_exclusive_options;open_closed_mismatch,family/household,open_ended,obvious,reason for using paid childcare,in your own words why,10,4,candidate-v1-multi-non-exclusive-options-open-closed-mismatch-002,False,False,False,,,,False
gold-200-rewritten-185,multi_label,True,open_closed_mismatch;loaded_question,technology,open_ended,realistic,reason for bypassing privacy settings,why did you bypass the,11,5,candidate-v1-multi-open-closed-mismatch-loaded-question-001,False,True,False,,,,True
gold-200-rewritten-186,multi_label,True,open_closed_mismatch;loaded_question,work,open_ended,borderline,reason for missing mandatory workplace training,explain why you skipped mandatory,9,7,candidate-v1-multi-open-closed-mismatch-loaded-question-002,False,True,False,,,,True
gold-200-rewritten-187,multi_label,True,polarity_mismatch;incomplete_options,media/culture,ordinal_categories,obvious,frequency of attending local events,during the last 3 months,13,3,candidate-v1-multi-polarity-mismatch-incomplete-options-001,False,False,False,,,,False
gold-200-rewritten-188,multi_label,True,polarity_mismatch;incomplete_options,education,ordinal_categories,realistic,support needed for online exams,which type of support would,11,3,candidate-v1-multi-polarity-mismatch-incomplete-options-002,False,False,False,,,,False
gold-200-rewritten-189,multi_label,True,recall_error;double_barreled,health,frequency,borderline,exercise frequency and sleep quality,across the past year how,20,4,candidate-v1-multi-recall-error-double-barreled-001,False,False,False,,,,False
gold-200-rewritten-190,multi_label,True,recall_error;double_barreled,technology,frequency,obvious,frequency of software updates and password changes,in the last year how,16,4,candidate-v1-multi-recall-error-double-barreled-002,False,False,False,,,,False
gold-200-rewritten-191,multi_label,True,sensitive_topic_direct;social_desirability,finances,binary_yes_no,realistic,paying taxes accurately,honest people report all taxable,16,2,candidate-v1-multi-sensitive-topic-direct-social-desirability-001,False,False,False,,,,False
gold-200-rewritten-192,multi_label,True,sensitive_topic_direct;social_desirability,family/household,binary_yes_no,borderline,household conflict and responsible behavior,responsible family members do not,20,2,candidate-v1-multi-sensitive-topic-direct-social-desirability-002,False,False,False,,,,False
gold-200-rewritten-193,multi_label,True,social_desirability;vague_ambiguous,environment,frequency,obvious,general eco-friendly behavior,thinking about daily life how,13,3,candidate-v1-multi-social-desirability-vague-ambiguous-003,False,False,False,,,,False
gold-200-rewritten-194,multi_label,True,social_desirability;vague_ambiguous,university life,frequency,realistic,being a good class participant,how often are you a,9,3,candidate-v1-multi-social-desirability-vague-ambiguous-002,False,False,False,,,,False
gold-200-rewritten-195,multi_label,True,too_many_scale_points;agree_disagree_scale,politics/public policy,numeric_ranges,borderline,agreement about police visibility,on a scale from 0,20,21,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-001,False,False,False,,,,False
gold-200-rewritten-196,multi_label,True,too_many_scale_points;agree_disagree_scale,public services,numeric_ranges,obvious,agreement about vaccination reminders,using the 0 30 scale,15,31,candidate-v1-multi-too-many-scale-points-agree-disagree-scale-003,False,False,False,,,,False
gold-200-rewritten-197,multi_label,True,unbalanced_scale;missing_scale_labels,education,numeric_ranges,realistic,acceptability of AI grading support,how acceptable is using ai,9,5,candidate-v1-multi-unbalanced-scale-missing-scale-labels-001,False,False,False,,,,False
gold-200-rewritten-198,multi_label,True,unbalanced_scale;missing_scale_labels,politics/public policy,numeric_ranges,borderline,support for lowering voting age,please rate how much you,13,5,candidate-v1-multi-unbalanced-scale-missing-scale-labels-003,False,False,False,,,,False
gold-200-rewritten-199,multi_label,True,vague_ambiguous;recall_error,media/culture,frequency,obvious,frequency of engaging with culture online,over the past year how,12,3,candidate-v1-multi-vague-ambiguous-recall-error-009,False,False,False,,,,False
gold-200-rewritten-200,multi_label,True,vague_ambiguous;recall_error,public services,frequency,realistic,frequency of dealing with official paperwork,over the past year how,13,4,candidate-v1-multi-vague-ambiguous-recall-error-002,False,False,False,,,,False
